START,0
CACHE_SERVICE_LOCK_WAIT_2,0
CACHE_SERVICE_LOCK_WAIT_MAINTHREAD_2,0
CACHE_SERVICE_LOCK_WAIT_MAINTHREAD_NSCACHESERVICE_CLOSEALLSTREAMS,0
CACHE_SERVICE_LOCK_WAIT_MAINTHREAD_NSCACHESERVICE_ONPROFILESHUTDOWN,0
CERT_VALIDATION_HTTP_REQUEST_SUCCEEDED_TIME,144
CHILD_PROCESS_LAUNCH_MS,5
COMPOSITE_FRAME_ROUNDTRIP_TIME,0
COMPOSITE_TIME,0
CONTENT_FRAME_TIME,103
CONTENT_FRAME_TIME_WITH_SVG,103
CONTENT_FULL_PAINT_TIME,8
CONTENT_PROCESS_LAUNCH_MAINTHREAD_MS,56
CONTENT_PROCESS_LAUNCH_TOTAL_MS,62
CYCLE_COLLECTOR,14
CYCLE_COLLECTOR_ASYNC_SNOW_WHITE_FREEING,2
CYCLE_COLLECTOR_FULL,14
CYCLE_COLLECTOR_WORKER,1
DNS_LOOKUP_TIME,5
DNS_NATIVE_LOOKUP_TIME,2
DNS_NATIVE_QUEUING,0
DNS_RENEWAL_TIME,2
FX_PAGE_LOAD_MS_2,2173
FX_REFRESH_DRIVER_CHROME_FRAME_DELAY_MS,0
FX_SESSION_RESTORE_COLLECT_ALL_WINDOWS_DATA_MS,0
FX_SESSION_RESTORE_COLLECT_DATA_MS,2
FX_SESSION_RESTORE_STARTUP_INIT_SESSION_MS,0
FX_SESSION_RESTORE_STARTUP_ONLOAD_INITIAL_WINDOW_MS,12
FX_SESSION_RESTORE_WRITE_FILE_MS,2
GC_BUDGET_MS,38
GC_MARK_GRAY_MS,3
GC_MARK_MS,31
GC_MARK_ROOTS_MS,0
GC_MAX_PAUSE_MS_2,48
GC_MS,72
GC_SCC_SWEEP_MAX_PAUSE_MS,1
GC_SCC_SWEEP_TOTAL_MS,1
GC_SLICE_MS,4
GC_SWEEP_MS,22
HTTP_CACHE_ENTRY_ALIVE_TIME,1831
